0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.95304e-310	6.9509e-310
0.00340951	-0.00340951	0	0	0	0	0	0	0	0	0	0	0	0	6.95304e-310	1.97047
1.55944	-0.138163	1.6454	-8.32667e-17	0	1.55945	-0.138501	2.09897	0.0522228	2.19867	0.0497502	0	2.19595	0.109339	0.0330276	1.97047
1.60741	0.0306274	1.8141	-0.0345129	-0.0277481	1.81209	0.0474826	2.09897	0.0522228	2.19867	0.0497502	0	2.19595	0.109339	0.0330276	26.8001
3.8898	-0.133857	2.33543	-0.226476	-0.0781274	3.89093	-0.134166	4.29136	0.215312	2.29552	0.0987536	0	2.28434	0.226323	1.3897	26.8001
3.93933	0.133092	2.50573	0.268995	0.0636596	4.19528	0.218461	4.29136	0.215312	2.29552	0.0987536	0	2.28434	0.226323	1.3897	68.7351
6.86204	0.416496	3.33605	0.281944	-0.0939655	6.86352	0.416817	6.56942	0.496096	2.38942	0.14652	0	2.36382	0.348847	1.96009	68.7351
6.80473	0.461897	3.40956	0.248509	-0.0701663	6.43926	0.472879	6.56942	0.496096	2.38942	0.14652	0	2.36382	0.348847	1.96009	18.2053
9.07688	0.593286	3.68958	-0.163389	-0.165834	9.07733	0.593211	8.92437	0.89924	2.47943	0.192573	0	2.43359	0.474526	0.522447	18.2053
9.04825	0.721942	3.58688	-0.0633952	-0.218236	8.89749	0.886982	8.92437	0.89924	2.47943	0.192573	0	2.43359	0.474526	0.522447	29.0673
11.5749	1.66596	3.431	0.591963	1.09191	11.5756	1.6669	11.3468	1.427	2.56464	0.236452	0	2.49328	0.600781	1.44111	29.0673
11.5636	1.59696	3.57223	0.441286	1.14263	11.4447	1.42958	11.3468	1.427	2.56464	0.236452	0	2.49328	0.600781	1.44111	12.0676
13.5915	2.31184	3.75825	2.04974	0.925336	13.5921	2.31191	13.827	2.07905	2.64422	0.277719	0	2.5429	0.724947	0.563793	12.0676
13.6047	2.23709	2.93383	1.30797	1.45757	13.6572	1.99915	13.827	2.07905	2.64422	0.277719	0	2.5429	0.724947	0.563793	19.3946
16.6438	2.90315	2.41021	4.24766	1.18067	16.6456	2.903	16.3554	2.85243	2.71736	0.315961	0	2.58284	0.844365	4.06993	19.3946
16.5979	2.89635	1.83631	4.82394	0.47804	16.282	2.84648	16.3554	2.85243	2.71736	0.315961	0	2.58284	0.844365	4.06993	15.0754
19.0068	3.70246	1.11299	2.62365	0.407618	19.0106	3.70555	18.923	3.74161	2.78333	0.350797	0	2.61382	0.95648	7.99951	15.0754
19.0542	3.72694	0.375061	1.99987	1.24033	19.363	3.87122	18.923	3.74161	2.78333	0.350797	0	2.61382	0.95648	7.99951	17.7334
21.2979	4.69664	0.760917	8.58101	-0.690347	21.3312	4.73205	21.5215	4.73855	2.84147	0.381877	0	2.63679	1.05891	72.8053	17.7334
21.3368	4.6969	0.841071	7.58147	0.0850867	21.6213	4.74762	21.5215	4.73855	2.84147	0.381877	0	2.63679	1.05891	72.8053	16.4612
24.0647	5.57195	1.85923	6.51099	2.66446	24.0787	5.56967	24.1437	5.83295	2.89121	0.408893	0	2.65286	1.14953	23.335	16.4612
24.1315	5.60938	2.14176	6.46903	2.73494	24.5601	5.92334	24.1437	5.83295	2.89121	0.408893	0	2.65286	1.14953	23.335	32.1703
26.5869	6.95461	6.63872	9.79783	1.51009	26.6052	6.96102	26.7833	7.01246	2.93204	0.431572	0	2.6632	1.22647	31.3327	32.1703
26.5794	6.9491	6.53389	10.0518	1.40817	26.5419	6.90075	26.7833	7.01246	2.93204	0.431572	0	2.6632	1.22647	31.3327	4.33509
29.5859	8.0874	6.45188	12.2173	0.235953	29.5864	8.08789	29.4352	8.26299	2.96356	0.44969	0	2.66893	1.28822	1.97556	4.33509
29.5742	8.09569	6.30037	11.9884	0.179479	29.4716	8.24519	29.4352	8.26299	2.96356	0.44969	0	2.66893	1.28822	1.97556	1.95696
31.9417	9.87952	5.93918	12.6955	0.190852	31.9416	9.88017	32.0955	9.56901	2.98545	0.463065	0	2.67105	1.33358	1.53304	1.95696
31.9149	9.85406	5.44122	12.5317	0.0902166	31.7928	9.49891	32.0955	9.56901	2.98545	0.463065	0	2.67105	1.33358	1.53304	10.0761
34.6155	10.6986	5.49947	12.9471	0.245489	34.6157	10.6988	34.7608	10.9139	2.9975	0.471563	0	2.67035	1.3617	0.164948	10.0761
34.6773	10.7247	5.03358	13.0032	0.39805	35.0599	10.9953	34.7608	10.9139	2.9975	0.471563	0	2.67035	1.3617	0.164948	24.1575
37.1399	12.0884	5.17831	13.9226	0.0825492	37.1404	12.0883	37.4287	12.2803	2.99957	0.4751	0	2.66736	1.37209	0.523258	24.1575
37.1883	12.1085	4.98192	13.5376	-0.104671	37.4973	12.2943	37.4287	12.2803	2.99957	0.4751	0	2.66736	1.37209	0.523258	14.6374
40.3281	13.467	5.10689	12.9678	-0.33335	40.3285	13.4666	40.0971	13.6505	2.99167	0.47364	0	2.66232	1.36459	0.595253	14.6374
40.2812	13.461	4.68453	13.0578	-0.139167	39.9009	13.6243	40.0971	13.6505	2.99167	0.47364	0	2.66232	1.36459	0.595253	13.0651
42.7665	14.8282	4.84995	12.4079	0.767073	42.7664	14.8294	42.7638	15.0065	2.97385	0.467198	0	2.65515	1.33938	0.738876	13.0651
42.7481	14.8282	4.83731	12.3854	0.78332	42.5714	14.9817	42.7638	15.0065	2.97385	0.467198	0	2.65515	1.33938	0.738876	2.38553
45.357	16.5519	4.85787	13.5206	1.05393	45.3572	16.5524	45.4265	16.3307	2.9463	0.455838	0	2.64546	1.29701	0.443257	2.38553
